stock_code,Stknme,industry,Nindnme
002451,摩恩电气,C76,电器机械及器材制造业
002452,长高电新,C76,电器机械及器材制造业
002453,华软科技,G87,计算机应用服务业
002454,松芝股份,C75,交通运输设备制造业
002455,百川股份,C43,化学原料及化学制品制造业
002456,欧菲光,G,信息技术业
002457,青龙管业,C61,非金属矿物制品业
002458,益生股份,A05,畜牧业
002459,晶澳科技,C76,电器机械及器材制造业
002460,赣锋锂业,C67,有色金属冶炼及压延加工业
002461,珠江啤酒,C05,饮料制造业
002462,嘉事堂,H,批发和零售贸易
002463,沪电股份,G,信息技术业
002464,众应退,G87,计算机应用服务业
002465,海格通信,G,信息技术业
002466,天齐锂业,C67,有色金属冶炼及压延加工业
002467,二六三,G87,计算机应用服务业
002468,申通快递,K10,邮政服务业
002469,三维化学,C43,化学原料及化学制品制造业
002470,金正大,C43,化学原料及化学制品制造业
002471,中超控股,C76,电器机械及器材制造业
002472,双环传动,C71,普通机械制造业
002473,圣莱退,C76,电器机械及器材制造业
002474,榕基软件,G87,计算机应用服务业
002475,立讯精密,G,信息技术业
002476,宝莫股份,C43,化学原料及化学制品制造业
002477,雏鹰退,A05,畜牧业
002478,常宝股份,C69,金属制品业
002479,富春环保,D01,电力、蒸汽、热水的生产和供应业
002480,新筑股份,C71,普通机械制造业
002481,双塔食品,C03,食品制造业
002482,广田集团,E05,装修装饰业
002483,润邦股份,C71,普通机械制造业
002484,江海股份,G,信息技术业
002485,ST 雪发,K01,公共设施服务业
002486,嘉麟杰,C13,服装及其他纤维制品制造业
002487,大金重工,C69,金属制品业
002488,金固股份,C75,交通运输设备制造业
002489,浙江永强,C25,家具制造业
002490,ST 墨龙,C73,专用设备制造业
002491,通鼎互联,C76,电器机械及器材制造业
002492,恒基达鑫,F21,仓储业
002493,荣盛石化,C47,化学纤维制造业
002494,华斯股份,C14,皮革、毛皮、羽绒及制品制造业
002495,佳隆股份,C03,食品制造业
002496,辉丰股份,C43,化学原料及化学制品制造业
002497,雅化集团,C43,化学原料及化学制品制造业
002498,汉缆股份,C76,电器机械及器材制造业
002499,科林退,D01,电力、蒸汽、热水的生产和供应业
002500,山西证券,I21,证券、期货业
002501,利源股份,C67,有色金属冶炼及压延加工业
002502,ST 鼎龙,L10,广播电影电视业
002503,*ST 搜特,C13,服装及其他纤维制品制造业
002504,*ST 弘高,E05,装修装饰业
002505,鹏都农牧,H,批发和零售贸易
002506,协鑫集成,G,信息技术业
002507,涪陵榨菜,C03,食品制造业
002508,老板电器,C76,电器机械及器材制造业
002509,天茂退,C73,专用设备制造业
002510,天汽模,C75,交通运输设备制造业
002511,中顺洁柔,C31,造纸及纸制品业
002512,达华智能,G,信息技术业
002513,蓝丰生化,C43,化学原料及化学制品制造业
002514,宝馨科技,C69,金属制品业
002515,金字火腿,C01,食品加工业
002516,旷达科技,C11,纺织业
002517,恺英网络,G87,计算机应用服务业
002518,科士达,C76,电器机械及器材制造业
002519,银河电子,G,信息技术业
002520,日发精机,C71,普通机械制造业
002521,齐峰新材,C31,造纸及纸制品业
002522,浙江众成,C4,石油、化学、塑胶、塑料
002523,天桥起重,C71,普通机械制造业
002524,光正眼科,K37,卫生、保健、护理服务业
002526,山东矿机,C73,专用设备制造业
002527,新时达,C76,电器机械及器材制造业
002528,ST 英飞拓,G,信息技术业
002529,海源复材,C71,普通机械制造业
002530,金财互联,G87,计算机应用服务业
002531,天顺风能,C76,电器机械及器材制造业
002532,天山铝业,C67,有色金属冶炼及压延加工业
002533,金杯电工,C76,电器机械及器材制造业
002534,西子洁能,C71,普通机械制造业
002535,林州重机,C73,专用设备制造业
002536,飞龙股份,C75,交通运输设备制造业
002537,海联金汇,C71,普通机械制造业
002538,司尔特,C43,化学原料及化学制品制造业
002539,云图控股,C43,化学原料及化学制品制造业
002540,亚太科技,C67,有色金属冶炼及压延加工业
002541,鸿路钢构,C69,金属制品业
002542,中化岩土,E01,土木工程建筑业
002543,万和电气,C76,电器机械及器材制造业
002544,普天科技,G87,计算机应用服务业
002545,东方铁塔,C69,金属制品业
002546,新联电子,C76,电器机械及器材制造业
002547,春兴精工,C69,金属制品业
002548,金新农,C01,食品加工业
002549,凯美特气,K99,其他社会服务业
002550,千红制药,C81,医药制造业
002551,尚荣医疗,C73,专用设备制造业
002552,宝鼎科技,C71,普通机械制造业
002553,南方精工,C71,普通机械制造业
002554,惠博普,B50,采掘服务业
002555,三七互娱,G87,计算机应用服务业
002556,辉隆股份,H11,零售业
002557,洽洽食品,C01,食品加工业
002558,巨人网络,G87,计算机应用服务业
002559,亚威股份,C71,普通机械制造业
002560,通达股份,C76,电器机械及器材制造业
002561,徐家汇,H11,零售业
002562,兄弟科技,C81,医药制造业
002563,森马服饰,C13,服装及其他纤维制品制造业
002564,*ST 天沃,E01,土木工程建筑业
002565,顺灏股份,C31,造纸及纸制品业
002566,益盛药业,C81,医药制造业
002567,唐人神,C01,食品加工业
002568,百润股份,C05,饮料制造业
002569,ST 步森,C13,服装及其他纤维制品制造业
002570,贝因美,C03,食品制造业
002571,德力股份,C61,非金属矿物制品业
002572,索菲亚,C25,家具制造业
002573,清新环境,K99,其他社会服务业
002574,明牌珠宝,C37,文教体育用品制造业
002575,群兴玩具,C37,文教体育用品制造业
002576,通达动力,C76,电器机械及器材制造业
002577,雷柏科技,G,信息技术业
002578,闽发铝业,C67,有色金属冶炼及压延加工业
002579,中京电子,G,信息技术业
002580,圣阳股份,C76,电器机械及器材制造业
002581,未名医药,C81,医药制造业
002582,好想你,C01,食品加工业
002583,海能达,G,信息技术业
002584,西陇科学,C43,化学原料及化学制品制造业
002585,双星新材,C4,石油、化学、塑胶、塑料
002586,*ST 围海,E01,土木工程建筑业
002587,奥拓电子,G,信息技术业
002588,史丹利,C43,化学原料及化学制品制造业
002589,瑞康医药,H,批发和零售贸易
002590,万安科技,C75,交通运输设备制造业
002591,恒大高新,C43,化学原料及化学制品制造业
002592,ST 八菱,C75,交通运输设备制造业
002593,日上集团,C75,交通运输设备制造业
002594,比亚迪,C75,交通运输设备制造业
002595,豪迈科技,C73,专用设备制造业
002596,海南瑞泽,C61,非金属矿物制品业
002597,金禾实业,C03,食品制造业
002598,山东章鼓,C71,普通机械制造业
002599,盛通股份,C35,印刷业
002600,领益智造,G,信息技术业
002601,龙佰集团,C43,化学原料及化学制品制造业
002602,ST 华通,G87,计算机应用服务业
002603,以岭药业,C81,医药制造业
002604,龙力退,C01,食品加工业
002605,姚记科技,G87,计算机应用服务业
002606,大连电瓷,C76,电器机械及器材制造业
002607,中公教育,K99,其他社会服务业
002608,江苏国信,D01,电力、蒸汽、热水的生产和供应业
002609,捷顺科技,G87,计算机应用服务业
002610,ST 爱康,C76,电器机械及器材制造业
002611,东方精工,C73,专用设备制造业
002612,朗姿股份,C13,服装及其他纤维制品制造业
002613,北玻股份,C73,专用设备制造业
002614,奥佳华,C76,电器机械及器材制造业
002615,哈尔斯,C69,金属制品业
002616,长青集团,K99,其他社会服务业
002617,露笑科技,C76,电器机械及器材制造业
002618,丹邦退,G,信息技术业
002619,*ST 艾格,G87,计算机应用服务业
002620,瑞和股份,E05,装修装饰业
002621,*ST 美吉,K99,其他社会服务业
002622,皓宸医疗,C76,电器机械及器材制造业
002623,亚玛顿,C61,非金属矿物制品业
002624,完美世界,G87,计算机应用服务业
002625,光启技术,C75,交通运输设备制造业
002626,金达威,C03,食品制造业
002627,三峡旅游,F03,公路运输业
002628,成都路桥,E01,土木工程建筑业
002629,仁智股份,B50,采掘服务业
002630,华西能源,C71,普通机械制造业
002631,德尔未来,C21,木材加工及竹、藤、棕、草制品业
002632,道明光学,C43,化学原料及化学制品制造业
002633,申科股份,C71,普通机械制造业
002634,棒杰股份,C13,服装及其他纤维制品制造业
002635,安洁科技,G,信息技术业
002636,金安国纪,G,信息技术业
002637,赞宇科技,C43,化学原料及化学制品制造业
002638,勤上股份,C76,电器机械及器材制造业
002639,雪人股份,C71,普通机械制造业
002640,跨境通,H11,零售业
002641,公元股份,C4,石油、化学、塑胶、塑料
002642,荣联科技,G87,计算机应用服务业
002643,万润股份,C43,化学原料及化学制品制造业
002644,佛慈制药,C81,医药制造业
002645,华宏科技,C73,专用设备制造业
002646,天佑德酒,C05,饮料制造业
002647,*ST 仁东,I99,其他金融业
002648,卫星化学,C43,化学原料及化学制品制造业
002649,博彦科技,G87,计算机应用服务业
002650,ST 加加,C03,食品制造业
002651,利君股份,C73,专用设备制造业
002652,扬子新材,C69,金属制品业
002653,海思科,C81,医药制造业
002654,万润科技,K99,其他社会服务业
002655,共达电声,G,信息技术业
002656,ST 摩登,C13,服装及其他纤维制品制造业
002657,中科金财,G87,计算机应用服务业
002658,雪迪龙,C78,仪器仪表及文化、办公用机械制造业
002659,凯文教育,K99,其他社会服务业
002660,茂硕电源,G,信息技术业
002661,克明食品,C03,食品制造业
002662,京威股份,C75,交通运输设备制造业
002663,普邦股份,E01,土木工程建筑业
002664,信质集团,C75,交通运输设备制造业
002665,ST 航高,C76,电器机械及器材制造业
002666,德联集团,C43,化学原料及化学制品制造业
002667,威领股份,C73,专用设备制造业
002668,TCL智家,C76,电器机械及器材制造业
002669,康达新材,C43,化学原料及化学制品制造业
002670,国盛金控,I21,证券、期货业
002671,龙泉股份,C61,非金属矿物制品业
002672,东江环保,B07,有色金属矿采选业
002673,西部证券,I21,证券、期货业
002674,兴业科技,C14,皮革、毛皮、羽绒及制品制造业
002675,东诚药业,C81,医药制造业
002676,顺威股份,C4,石油、化学、塑胶、塑料
002677,浙江美大,C76,电器机械及器材制造业
002678,珠江钢琴,C37,文教体育用品制造业
002679,福建金森,A03,林业
002680,长生退,C81,医药制造业
002681,奋达科技,G,信息技术业
002682,龙洲股份,F03,公路运输业
002683,广东宏大,B50,采掘服务业
002684,猛狮退,C76,电器机械及器材制造业
002685,华东重机,C71,普通机械制造业
002686,亿利达,C71,普通机械制造业
002687,乔治白,C13,服装及其他纤维制品制造业
002688,金河生物,C81,医药制造业
002689,远大智能,C71,普通机械制造业
002690,美亚光电,C73,专用设备制造业
002691,冀凯股份,C73,专用设备制造业
002692,远程股份,C76,电器机械及器材制造业
002693,双成药业,C81,医药制造业
002694,顾地科技,C4,石油、化学、塑胶、塑料
002695,煌上煌,C01,食品加工业
002696,百洋股份,A07,渔业
002697,红旗连锁,H11,零售业
002698,博实股份,C73,专用设备制造业
002699,*ST 美盛,L15,艺术业
002700,新疆浩源,D03,煤气生产和供应业
002701,奥瑞金,C69,金属制品业
002702,海欣食品,C01,食品加工业
002703,浙江世宝,C75,交通运输设备制造业
002705,新宝股份,C76,电器机械及器材制造业
002706,良信股份,C76,电器机械及器材制造业
002707,众信旅游,K99,其他社会服务业
002708,光洋股份,C75,交通运输设备制造业
002709,天赐材料,C43,化学原料及化学制品制造业
002711,欧浦退,F21,仓储业
002712,思美传媒,K99,其他社会服务业
002713,东易日盛,E05,装修装饰业
002714,牧原股份,A05,畜牧业
002715,登云股份,C75,交通运输设备制造业
002716,湖南白银,C67,有色金属冶炼及压延加工业
002717,岭南股份,K99,其他社会服务业
002718,友邦吊顶,C99,其他制造业
002719,麦趣尔,C03,食品制造业
002721,ST 金一,C37,文教体育用品制造业
002722,物产金轮,C69,金属制品业
002723,小崧股份,C76,电器机械及器材制造业
002724,海洋王,C76,电器机械及器材制造业
002725,跃岭股份,C75,交通运输设备制造业
002726,龙大美食,C01,食品加工业
002727,一心堂,H11,零售业
002728,特一药业,C81,医药制造业
002729,好利科技,G,信息技术业
002730,电光科技,C73,专用设备制造业
002731,萃华珠宝,C37,文教体育用品制造业
002732,燕塘乳业,C03,食品制造业
002733,雄韬股份,C76,电器机械及器材制造业
002734,利民股份,C43,化学原料及化学制品制造业
002735,王子新材,C4,石油、化学、塑胶、塑料
002736,国信证券,I21,证券、期货业
002737,葵花药业,C81,医药制造业
002738,中矿资源,C67,有色金属冶炼及压延加工业
002739,万达电影,L10,广播电影电视业
002740,*ST 爱迪,C37,文教体育用品制造业
002741,光华科技,C43,化学原料及化学制品制造业
002742,ST 三圣,C61,非金属矿物制品业
002743,富煌钢构,C69,金属制品业
002745,木林森,C76,电器机械及器材制造业
002746,仙坛股份,C01,食品加工业
002747,埃斯顿,C78,仪器仪表及文化、办公用机械制造业
002748,ST 世龙,C43,化学原料及化学制品制造业
002749,国光股份,C43,化学原料及化学制品制造业
002750,*ST 龙津,C81,医药制造业
002751,易尚退,C25,家具制造业
002752,昇兴股份,C69,金属制品业
002753,永东股份,C43,化学原料及化学制品制造业
002755,奥赛康,C81,医药制造业
002756,永兴材料,C65,黑色金属冶炼及压延加工业
002757,南兴股份,C73,专用设备制造业
002758,浙农股份,H,批发和零售贸易
002759,天际股份,C76,电器机械及器材制造业
002760,凤形股份,C69,金属制品业
002761,浙江建投,E01,土木工程建筑业
002762,金发拉比,C13,服装及其他纤维制品制造业
002763,汇洁股份,C13,服装及其他纤维制品制造业
002765,蓝黛科技,C75,交通运输设备制造业
002766,索菱股份,G,信息技术业
002767,先锋电子,C78,仪器仪表及文化、办公用机械制造业
002768,国恩股份,C4,石油、化学、塑胶、塑料
002769,普路通,K99,其他社会服务业
002770,科迪退,C03,食品制造业
002771,真视通,G87,计算机应用服务业
002772,众兴菌业,A01,农业
002773,康弘药业,C81,医药制造业
002774,快意电梯,C71,普通机械制造业
002775,文科股份,E01,土木工程建筑业
002776,*ST 柏龙,K20,专业、科研服务业
002777,久远银海,G87,计算机应用服务业
002778,中晟高科,C41,石油加工及炼焦业
002779,中坚科技,C73,专用设备制造业
002780,三夫户外,H11,零售业
002781,奇信退,E05,装修装饰业
002782,可立克,G,信息技术业
002783,凯龙股份,C43,化学原料及化学制品制造业
002785,万里石,C61,非金属矿物制品业
002786,银宝山新,C73,专用设备制造业
002787,华源控股,C69,金属制品业
002788,鹭燕医药,H,批发和零售贸易
002789,建艺集团,E05,装修装饰业
002790,瑞尔特,C4,石油、化学、塑胶、塑料
002791,坚朗五金,C69,金属制品业
002792,通宇通讯,G,信息技术业
002793,罗欣药业,C81,医药制造业
002795,永和智控,C71,普通机械制造业
002796,世嘉科技,G,信息技术业
002797,第一创业,I21,证券、期货业
002798,帝欧家居,C61,非金属矿物制品业
002799,环球印务,C31,造纸及纸制品业
002800,天顺股份,F03,公路运输业
002801,微光股份,C76,电器机械及器材制造业
002802,洪汇新材,C43,化学原料及化学制品制造业
002803,吉宏股份,G87,计算机应用服务业
002805,丰元股份,C43,化学原料及化学制品制造业
002806,华锋股份,G,信息技术业
002807,江阴银行,I01,银行业
002808,ST 恒久,C71,普通机械制造业
002809,红墙股份,C43,化学原料及化学制品制造业
002810,山东赫达,C43,化学原料及化学制品制造业
002811,郑中设计,E05,装修装饰业
002812,恩捷股份,C4,石油、化学、塑胶、塑料
002813,路畅科技,G,信息技术业
002815,崇达技术,G,信息技术业
002816,和科达,C71,普通机械制造业
002817,黄山胶囊,C81,医药制造业
002818,富森美,K99,其他社会服务业
002819,东方中科,H,批发和零售贸易
002820,桂发祥,C03,食品制造业
002821,凯莱英,C81,医药制造业
002822,ST 中装,E05,装修装饰业
002823,凯中精密,C76,电器机械及器材制造业
002824,和胜股份,C67,有色金属冶炼及压延加工业
002825,纳尔股份,C4,石油、化学、塑胶、塑料
002826,易明医药,C81,医药制造业
002827,高争民爆,C43,化学原料及化学制品制造业
002828,贝肯能源,B50,采掘服务业
002829,星网宇达,G,信息技术业
002830,名雕股份,E05,装修装饰业
002831,裕同科技,C31,造纸及纸制品业
002832,比音勒芬,C13,服装及其他纤维制品制造业
002833,弘亚数控,C73,专用设备制造业
002835,同为股份,G,信息技术业
002836,新宏泽,C35,印刷业
002837,英维克,C73,专用设备制造业
002838,道恩股份,C4,石油、化学、塑胶、塑料
002839,张家港行,I01,银行业
002840,华统股份,C01,食品加工业
002841,视源股份,G,信息技术业
002842,翔鹭钨业,C67,有色金属冶炼及压延加工业
002843,泰嘉股份,C69,金属制品业
002845,同兴达,G,信息技术业
002846,英联股份,C69,金属制品业
002847,盐津铺子,C03,食品制造业
002848,高斯贝尔,G,信息技术业
002849,威星智能,C78,仪器仪表及文化、办公用机械制造业
002850,科达利,C69,金属制品业
002851,麦格米特,C76,电器机械及器材制造业
002852,道道全,C01,食品加工业
002853,皮阿诺,C25,家具制造业
002855,捷荣技术,G,信息技术业
002856,美芝股份,E05,装修装饰业
002857,三晖电气,C78,仪器仪表及文化、办公用机械制造业
002858,力盛体育,L99,其他传播、文化服务业
002859,洁美科技,G,信息技术业
002860,星帅尔,C76,电器机械及器材制造业
002861,瀛通通讯,G,信息技术业
002862,实丰文化,C37,文教体育用品制造业
002863,今飞凯达,C75,交通运输设备制造业
002864,盘龙药业,C81,医药制造业
002865,钧达股份,C75,交通运输设备制造业
002866,传艺科技,G,信息技术业
002867,周大生,C99,其他制造业
002868,绿康生化,C81,医药制造业
002869,金溢科技,G,信息技术业
002870,香山股份,C75,交通运输设备制造业
002871,伟隆股份,C71,普通机械制造业
002872,ST 天圣,H,批发和零售贸易
002873,新天药业,C81,医药制造业
002875,安奈儿,C13,服装及其他纤维制品制造业
002876,三利谱,G,信息技术业
002877,智能自控,C78,仪器仪表及文化、办公用机械制造业
002878,元隆雅图,K99,其他社会服务业
002879,长缆科技,C76,电器机械及器材制造业
002880,卫光生物,C81,医药制造业
002881,美格智能,G,信息技术业
002882,金龙羽,C76,电器机械及器材制造业
002883,中设股份,K20,专业、科研服务业
002884,凌霄泵业,C71,普通机械制造业
002885,京泉华,G,信息技术业
002886,沃特股份,C4,石油、化学、塑胶、塑料
002887,绿茵生态,K99,其他社会服务业
002888,惠威科技,G,信息技术业
002889,东方嘉盛,K99,其他社会服务业
002890,弘宇股份,C73,专用设备制造业
002891,中宠股份,C01,食品加工业
002892,科力尔,C76,电器机械及器材制造业
002893,京能热力,D01,电力、蒸汽、热水的生产和供应业
002895,川恒股份,C43,化学原料及化学制品制造业
002896,中大力德,C71,普通机械制造业
002897,意华股份,G,信息技术业
002898,赛隆药业,C81,医药制造业
002899,英派斯,C37,文教体育用品制造业
002900,哈三联,C81,医药制造业
002901,大博医疗,C73,专用设备制造业
002902,铭普光磁,G,信息技术业
002903,宇环数控,C71,普通机械制造业
002905,金逸影视,L10,广播电影电视业
002906,华阳集团,G,信息技术业
002907,华森制药,C81,医药制造业
002908,德生科技,G87,计算机应用服务业
002909,集泰股份,C43,化学原料及化学制品制造业
002910,庄园牧场,C03,食品制造业
002911,佛燃能源,D03,煤气生产和供应业
002912,中新赛克,G87,计算机应用服务业
002913,奥士康,G,信息技术业
002915,中欣氟材,C43,化学原料及化学制品制造业
002916,深南电路,G,信息技术业
002917,金奥博,C43,化学原料及化学制品制造业
002918,蒙娜丽莎,C61,非金属矿物制品业
002919,名臣健康,C43,化学原料及化学制品制造业
002920,德赛西威,C75,交通运输设备制造业
002921,联诚精密,C69,金属制品业
002922,伊戈尔,C76,电器机械及器材制造业
002923,润都股份,C81,医药制造业
002925,盈趣科技,G,信息技术业
002926,华西证券,I21,证券、期货业
002927,泰永长征,C76,电器机械及器材制造业
002928,华夏航空,F09,航空运输业
002929,润建股份,G87,计算机应用服务业
002930,宏川智慧,F21,仓储业
002931,锋龙股份,C73,专用设备制造业
002932,明德生物,C81,医药制造业
002933,新兴装备,C75,交通运输设备制造业
002935,天奥电子,G,信息技术业
002936,郑州银行,I01,银行业
002937,兴瑞科技,G,信息技术业
002938,鹏鼎控股,G,信息技术业
002939,长城证券,I21,证券、期货业
002940,昂利康,C81,医药制造业
002941,新疆交建,E01,土木工程建筑业
002942,新农股份,C43,化学原料及化学制品制造业
002943,宇晶股份,C71,普通机械制造业
002945,华林证券,I21,证券、期货业
002946,新乳业,C03,食品制造业
002947,恒铭达,G,信息技术业
002948,青岛银行,I01,银行业
002949,华阳国际,K20,专业、科研服务业
002950,奥美医疗,C73,专用设备制造业
002951,*ST 金时,C35,印刷业
002952,亚世光电,G,信息技术业
002953,日丰股份,C76,电器机械及器材制造业
002955,鸿合科技,G,信息技术业
002956,西麦食品,C03,食品制造业
002957,科瑞技术,C73,专用设备制造业
002958,青农商行,I01,银行业
002959,小熊电器,C76,电器机械及器材制造业
002960,青鸟消防,G,信息技术业
002961,瑞达期货,I21,证券、期货业
002962,五方光电,G,信息技术业
002963,豪尔赛,E05,装修装饰业
002965,祥鑫科技,C69,金属制品业
002966,苏州银行,I01,银行业
002967,广电计量,K20,专业、科研服务业
002968,新大正,J,房地产业
002969,嘉美包装,C69,金属制品业
002970,锐明技术,G87,计算机应用服务业
002971,和远气体,C43,化学原料及化学制品制造业
002972,科安达,G,信息技术业
002973,侨银股份,K01,公共设施服务业
002975,博杰股份,C73,专用设备制造业
002976,瑞玛精密,C69,金属制品业
002977,天箭科技,G,信息技术业
002978,安宁股份,B07,有色金属矿采选业
002979,雷赛智能,C78,仪器仪表及文化、办公用机械制造业
002980,华盛昌,C78,仪器仪表及文化、办公用机械制造业
002981,朝阳科技,G,信息技术业
002982,湘佳股份,A05,畜牧业
002983,芯瑞达,G,信息技术业
002984,森麒麟,C4,石油、化学、塑胶、塑料
002985,北摩高科,C75,交通运输设备制造业
002986,宇新股份,C43,化学原料及化学制品制造业
002987,京北方,G87,计算机应用服务业
002988,豪美新材,C67,有色金属冶炼及压延加工业
002989,中天精装,E05,装修装饰业
002990,盛视科技,G87,计算机应用服务业
002991,甘源食品,C01,食品加工业
002992,宝明科技,G,信息技术业
002993,奥海科技,G,信息技术业
002995,天地在线,G87,计算机应用服务业
002996,顺博合金,B07,有色金属矿采选业
002997,瑞鹄模具,C73,专用设备制造业
002998,优彩资源,C47,化学纤维制造业
002999,天禾股份,H11,零售业
003000,劲仔食品,C01,食品加工业
003001,中岩大地,E01,土木工程建筑业
003002,壶化股份,C43,化学原料及化学制品制造业
003003,天元股份,C35,印刷业
003004,声迅股份,G87,计算机应用服务业
003005,竞业达,G87,计算机应用服务业
003006,百亚股份,C31,造纸及纸制品业
003007,直真科技,G87,计算机应用服务业
003008,开普检测,K20,专业、科研服务业
003009,中天火箭,C75,交通运输设备制造业
003010,若羽臣,G87,计算机应用服务业
003011,海象新材,C4,石油、化学、塑胶、塑料
003012,东鹏控股,C61,非金属矿物制品业
003013,地铁设计,K20,专业、科研服务业
003015,日久光电,G,信息技术业
003016,欣贺股份,C13,服装及其他纤维制品制造业
003017,大洋生物,C43,化学原料及化学制品制造业
003018,金富科技,C4,石油、化学、塑胶、塑料
003019,宸展光电,G,信息技术业
003020,立方制药,H,批发和零售贸易
003021,兆威机电,C76,电器机械及器材制造业
003022,联泓新科,C43,化学原料及化学制品制造业
003023,彩虹集团,C76,电器机械及器材制造业
003025,思进智能,C71,普通机械制造业
003026,中晶科技,G,信息技术业
003027,同兴科技,K99,其他社会服务业
003028,振邦智能,G,信息技术业
003029,吉大正元,G87,计算机应用服务业
003030,祖名股份,C01,食品加工业
003031,中瓷电子,G,信息技术业
003032,传智教育,K99,其他社会服务业
003033,征和工业,C71,普通机械制造业
003035,南网能源,K20,专业、科研服务业
003036,泰坦股份,C73,专用设备制造业
003037,三和管桩,C61,非金属矿物制品业
003038,鑫铂股份,C67,有色金属冶炼及压延加工业
003039,顺控发展,D05,自来水的生产和供应业
003040,楚天龙,G,信息技术业
003041,真爱美家,C11,纺织业
003042,中农联合,C43,化学原料及化学制品制造业
003043,华亚智能,C69,金属制品业
003816,中国广核,D01,电力、蒸汽、热水的生产和供应业
200002,万科B,J,房地产业
200003,PT 金田B,M,综合类
200011,深物业B,J,房地产业
200012,南玻B,C61,非金属矿物制品业
200013,*ST 石化B,H,批发和零售贸易
200015,PT 中浩B,M,综合类
200016,深康佳B,G,信息技术业
200017,深中华B,C75,交通运输设备制造业
200018,神城B退,E05,装修装饰业
200019,深粮B,H,批发和零售贸易
200020,深华发B,G,信息技术业
200022,深赤湾B,F07,水上运输业
200024,招商局B,J,房地产业
200025,特力B,H,批发和零售贸易
200026,飞亚达B,H11,零售业
200028,一致B,H,批发和零售贸易
200029,深深房B,J,房地产业
200030,富奥B,C75,交通运输设备制造业
200037,深南电B,D01,电力、蒸汽、热水的生产和供应业
200039,中集B,C69,金属制品业
200041,*ST 本实B,C81,医药制造业
200045,深纺织B,G,信息技术业
200053,深基地B,F21,仓储业
200054,建车B,C75,交通运输设备制造业
200055,方大B,C69,金属制品业
200056,皇庭B,K99,其他社会服务业
200057,*ST 大洋B,F07,水上运输业
200058,深赛格B,K99,其他社会服务业
200152,山航B退,F09,航空运输业
200160,东沣B退,J,房地产业
200168,*ST 舜喆B,J,房地产业
200413,ST 东旭B,G,信息技术业
200418,小天鹅B,C76,电器机械及器材制造业
200429,粤高速B,F03,公路运输业
200468,宁通信B,G,信息技术业
200488,ST 晨鸣B,C31,造纸及纸制品业
200505,京粮B,C01,食品加工业
200512,闽灿坤B,C76,电器机械及器材制造业
200513,丽珠B,C81,医药制造业
200521,虹美菱B,C76,电器机械及器材制造业
200530,冰山B,C71,普通机械制造业
200539,粤电力B,D01,电力、蒸汽、热水的生产和供应业
200541,粤照明B,C76,电器机械及器材制造业
200550,江铃B,C75,交通运输设备制造业
200553,安道麦B,C43,化学原料及化学制品制造业
200570,苏常柴B,C71,普通机械制造业
200581,苏威孚B,C75,交通运输设备制造业
200596,古井贡B,C05,饮料制造业
200613,东海B退,K32,旅馆业
200625,长安B,C75,交通运输设备制造业
200706,瓦轴B,C71,普通机械制造业
200725,京东方B,G,信息技术业
200726,鲁泰B,C11,纺织业
200761,本钢板B,C65,黑色金属冶炼及压延加工业
200770,武锅B退,C76,电器机械及器材制造业
200771,杭汽轮B,C71,普通机械制造业
200869,张裕B,C05,饮料制造业
200986,粤华包B,C31,造纸及纸制品业
200992,中鲁B,A07,渔业
201872,招港B,F07,水上运输业
300001,特锐德,C76,电器机械及器材制造业
300002,神州泰岳,G87,计算机应用服务业
300003,乐普医疗,C73,专用设备制造业
300004,南风股份,C71,普通机械制造业
300005,探路者,C13,服装及其他纤维制品制造业
300006,莱美药业,C81,医药制造业
300007,汉威科技,C78,仪器仪表及文化、办公用机械制造业
300008,天海防务,E01,土木工程建筑业
300009,安科生物,C81,医药制造业
300010,豆神教育,G87,计算机应用服务业
300011,鼎汉技术,C75,交通运输设备制造业
300012,华测检测,K20,专业、科研服务业
300013,*ST 新宁,F21,仓储业
300014,亿纬锂能,C76,电器机械及器材制造业
300015,爱尔眼科,K37,卫生、保健、护理服务业
300016,北陆药业,C81,医药制造业
300017,网宿科技,G87,计算机应用服务业
300018,中元股份,C76,电器机械及器材制造业
300019,硅宝科技,C43,化学原料及化学制品制造业
300020,*ST 银江,G87,计算机应用服务业
300021,大禹节水,C4,石油、化学、塑胶、塑料
300022,吉峰科技,H11,零售业
300023,宝德退,C73,专用设备制造业
300024,机器人,C71,普通机械制造业
300025,华星创业,G87,计算机应用服务业
300026,红日药业,C81,医药制造业
300027,华谊兄弟,L10,广播电影电视业
300028,金亚退,G,信息技术业
300029,ST 天龙,C73,专用设备制造业
300030,阳普医疗,C73,专用设备制造业
300031,宝通科技,G87,计算机应用服务业
300032,金龙机电,C76,电器机械及器材制造业
300033,同花顺,I99,其他金融业
300034,钢研高纳,C67,有色金属冶炼及压延加工业
300035,中科电气,C76,电器机械及器材制造业
300036,超图软件,G87,计算机应用服务业
300037,新宙邦,C43,化学原料及化学制品制造业
300038,数知退,G87,计算机应用服务业
300039,上海凯宝,C81,医药制造业
300040,九洲集团,C76,电器机械及器材制造业
300041,回天新材,C43,化学原料及化学制品制造业
300042,朗科科技,G,信息技术业
300043,星辉娱乐,G87,计算机应用服务业
300044,赛为智能,G87,计算机应用服务业
300045,华力创通,G,信息技术业
300046,台基股份,G,信息技术业
300047,天源迪科,G87,计算机应用服务业
300048,合康新能,C76,电器机械及器材制造业
