stock_code,Stknme,industry,Nindnme
002071,长城退,L10,广播电影电视业
002072,凯瑞德,G87,计算机应用服务业
002073,软控股份,C73,专用设备制造业
002074,国轩高科,C76,电器机械及器材制造业
002075,沙钢股份,C65,黑色金属冶炼及压延加工业
002076,星光股份,C76,电器机械及器材制造业
002077,大港股份,G,信息技术业
002078,太阳纸业,C31,造纸及纸制品业
002079,苏州固锝,G,信息技术业
002080,中材科技,C61,非金属矿物制品业
002081,金螳螂,E05,装修装饰业
002082,万邦德,C81,医药制造业
002083,孚日股份,C11,纺织业
002084,海鸥住工,C69,金属制品业
002085,万丰奥威,C75,交通运输设备制造业
002086,东方海洋,A07,渔业
002087,新纺退,C11,纺织业
002088,鲁阳节能,C61,非金属矿物制品业
002089,新海退,G,信息技术业
002090,金智科技,C76,电器机械及器材制造业
002091,江苏国泰,H,批发和零售贸易
002092,ST 中泰,C43,化学原料及化学制品制造业
002093,国脉科技,G87,计算机应用服务业
002094,青岛金王,C43,化学原料及化学制品制造业
002095,生意宝,G87,计算机应用服务业
002096,易普力,C43,化学原料及化学制品制造业
002097,山河智能,C73,专用设备制造业
002098,浔兴股份,C99,其他制造业
002099,海翔药业,C81,医药制造业
002100,天康生物,C01,食品加工业
002101,广东鸿图,C75,交通运输设备制造业
002102,能特科技,C81,医药制造业
002103,广博股份,K99,其他社会服务业
002104,恒宝股份,G,信息技术业
002105,信隆健康,C75,交通运输设备制造业
002106,莱宝高科,G,信息技术业
002107,沃华医药,C81,医药制造业
002108,沧州明珠,C4,石油、化学、塑胶、塑料
002109,兴化股份,C43,化学原料及化学制品制造业
002110,三钢闽光,C65,黑色金属冶炼及压延加工业
002111,威海广泰,C73,专用设备制造业
002112,三变科技,C76,电器机械及器材制造业
002113,*ST 天润,G87,计算机应用服务业
002114,罗平锌电,C67,有色金属冶炼及压延加工业
002115,三维通信,K99,其他社会服务业
002116,中国海诚,E01,土木工程建筑业
002117,东港股份,C35,印刷业
002118,*ST 紫鑫,C81,医药制造业
002119,康强电子,G,信息技术业
002120,韵达股份,K10,邮政服务业
002121,科陆电子,C78,仪器仪表及文化、办公用机械制造业
002122,汇洲智能,C71,普通机械制造业
002123,梦网科技,G87,计算机应用服务业
002124,ST 天邦,A05,畜牧业
002125,湘潭电化,C43,化学原料及化学制品制造业
002126,银轮股份,C75,交通运输设备制造业
002127,南极电商,K99,其他社会服务业
002128,电投能源,B01,煤炭采选业
002129,TCL中环,C76,电器机械及器材制造业
002130,沃尔核材,G,信息技术业
002131,利欧股份,G87,计算机应用服务业
002132,恒星科技,C69,金属制品业
002133,广宇集团,J,房地产业
002134,天津普林,G,信息技术业
002135,东南网架,C69,金属制品业
002136,安纳达,C43,化学原料及化学制品制造业
002137,实益达,G,信息技术业
002138,顺络电子,G,信息技术业
002139,拓邦股份,C76,电器机械及器材制造业
002140,东华科技,E01,土木工程建筑业
002141,*ST 贤丰,C76,电器机械及器材制造业
002142,宁波银行,I01,银行业
002143,印纪退,K99,其他社会服务业
002144,宏达高科,C11,纺织业
002145,中核钛白,C43,化学原料及化学制品制造业
002146,荣盛发展,J,房地产业
002147,新光退,J,房地产业
002148,北纬科技,G87,计算机应用服务业
002149,西部材料,C67,有色金属冶炼及压延加工业
002150,通润装备,C69,金属制品业
002151,北斗星通,G,信息技术业
002152,广电运通,C71,普通机械制造业
002153,石基信息,G87,计算机应用服务业
002154,报喜鸟,C13,服装及其他纤维制品制造业
002155,湖南黄金,B07,有色金属矿采选业
002156,通富微电,G,信息技术业
002157,正邦科技,A05,畜牧业
002158,汉钟精机,C71,普通机械制造业
002159,三特索道,K01,公共设施服务业
002160,常铝股份,C67,有色金属冶炼及压延加工业
002161,远望谷,G,信息技术业
002162,悦心健康,C61,非金属矿物制品业
002163,海南发展,E05,装修装饰业
002164,宁波东力,C73,专用设备制造业
002165,红宝丽,C43,化学原料及化学制品制造业
002166,莱茵生物,C81,医药制造业
002167,东方锆业,C67,有色金属冶炼及压延加工业
002168,ST 惠程,G87,计算机应用服务业
002169,智光电气,C76,电器机械及器材制造业
002170,芭田股份,C43,化学原料及化学制品制造业
002171,楚江新材,C67,有色金属冶炼及压延加工业
002172,澳洋健康,C47,化学纤维制造业
002173,创新医疗,K37,卫生、保健、护理服务业
002174,游族网络,G87,计算机应用服务业
002175,东方智造,C78,仪器仪表及文化、办公用机械制造业
002176,江特电机,C76,电器机械及器材制造业
002177,御银股份,C73,专用设备制造业
002178,延华智能,K20,专业、科研服务业
002179,中航光电,G,信息技术业
002180,纳思达,G,信息技术业
002181,粤传媒,K99,其他社会服务业
002182,宝武镁业,C67,有色金属冶炼及压延加工业
002183,怡亚通,K99,其他社会服务业
002184,海得控制,C76,电器机械及器材制造业
002185,华天科技,G,信息技术业
002186,全聚德,K30,餐饮业
002187,广百股份,H11,零售业
002188,中天服务,K99,其他社会服务业
002189,中光学,G,信息技术业
002190,成飞集成,C75,交通运输设备制造业
002191,劲嘉股份,C35,印刷业
002192,融捷股份,B07,有色金属矿采选业
002193,如意集团,C11,纺织业
002194,武汉凡谷,G,信息技术业
002195,岩山科技,G87,计算机应用服务业
002196,方正电机,C73,专用设备制造业
002197,ST 证通,G87,计算机应用服务业
002198,嘉应制药,C81,医药制造业
002199,*ST 东晶,G,信息技术业
002200,ST 交投,A03,林业
002201,九鼎新材,C61,非金属矿物制品业
002202,金风科技,C71,普通机械制造业
002203,海亮股份,C67,有色金属冶炼及压延加工业
002204,大连重工,C73,专用设备制造业
002205,国统股份,C61,非金属矿物制品业
002206,海利得,C47,化学纤维制造业
002207,准油股份,B50,采掘服务业
002208,合肥城建,J,房地产业
002209,达意隆,C73,专用设备制造业
002210,飞马国际,K99,其他社会服务业
002211,宏达新材,C43,化学原料及化学制品制造业
002212,天融信,G87,计算机应用服务业
002213,大为股份,C75,交通运输设备制造业
002214,大立科技,G,信息技术业
002215,诺普信,C43,化学原料及化学制品制造业
002216,三全食品,C03,食品制造业
002217,*ST 合泰,G,信息技术业
002218,拓日新能,C76,电器机械及器材制造业
002219,新里程,K37,卫生、保健、护理服务业
002220,天宝退,C01,食品加工业
002221,东华能源,H,批发和零售贸易
002222,福晶科技,G,信息技术业
002223,鱼跃医疗,C73,专用设备制造业
002224,三力士,C4,石油、化学、塑胶、塑料
002225,濮耐股份,C61,非金属矿物制品业
002226,江南化工,C43,化学原料及化学制品制造业
002227,奥特迅,C76,电器机械及器材制造业
002228,合兴包装,C31,造纸及纸制品业
002229,鸿博股份,C35,印刷业
002230,科大讯飞,G87,计算机应用服务业
002231,奥维通信,G,信息技术业
002232,启明信息,G87,计算机应用服务业
002233,塔牌集团,C61,非金属矿物制品业
002234,民和股份,A05,畜牧业
002235,安妮股份,G87,计算机应用服务业
002236,大华股份,G,信息技术业
002237,恒邦股份,C67,有色金属冶炼及压延加工业
002238,天威视讯,G85,通信服务业
002239,奥特佳,C75,交通运输设备制造业
002240,盛新锂能,C67,有色金属冶炼及压延加工业
002241,歌尔股份,G,信息技术业
002242,九阳股份,C76,电器机械及器材制造业
002243,力合科创,C4,石油、化学、塑胶、塑料
002244,滨江集团,J,房地产业
002245,蔚蓝锂芯,C76,电器机械及器材制造业
002246,北化股份,C43,化学原料及化学制品制造业
002247,聚力文化,G87,计算机应用服务业
002248,华东数控,C71,普通机械制造业
002249,大洋电机,C76,电器机械及器材制造业
002250,联化科技,C43,化学原料及化学制品制造业
002251,ST 步步高,H11,零售业
002252,上海莱士,C81,医药制造业
002253,川大智胜,G87,计算机应用服务业
002254,泰和新材,C47,化学纤维制造业
002255,海陆重工,C71,普通机械制造业
002256,兆新股份,D01,电力、蒸汽、热水的生产和供应业
002258,利尔化学,C43,化学原料及化学制品制造业
002259,ST 升达,D03,煤气生产和供应业
002260,德奥退,C76,电器机械及器材制造业
002261,拓维信息,G87,计算机应用服务业
002262,恩华药业,C81,医药制造业
002263,大东南,C4,石油、化学、塑胶、塑料
002264,新华都,H11,零售业
002265,建设工业,C75,交通运输设备制造业
002266,浙富控股,K99,其他社会服务业
002267,陕天然气,D03,煤气生产和供应业
002268,电科网安,G87,计算机应用服务业
002269,美邦服饰,C13,服装及其他纤维制品制造业
002270,华明装备,C76,电器机械及器材制造业
002271,东方雨虹,C61,非金属矿物制品业
002272,川润股份,C71,普通机械制造业
002273,水晶光电,G,信息技术业
002274,华昌化工,C43,化学原料及化学制品制造业
002275,桂林三金,C81,医药制造业
002276,万马股份,C76,电器机械及器材制造业
002277,友阿股份,H11,零售业
002278,神开股份,C73,专用设备制造业
002279,久其软件,G87,计算机应用服务业
002280,ST 联络,H11,零售业
002281,光迅科技,G,信息技术业
002282,博深股份,C71,普通机械制造业
002283,天润工业,C75,交通运输设备制造业
002284,亚太股份,C75,交通运输设备制造业
002285,世联行,J,房地产业
002286,保龄宝,C01,食品加工业
002287,奇正藏药,C81,医药制造业
002288,*ST 超华,G,信息技术业
002289,ST 宇顺,G,信息技术业
002290,禾盛新材,C76,电器机械及器材制造业
002291,遥望科技,C13,服装及其他纤维制品制造业
002292,奥飞娱乐,C37,文教体育用品制造业
002293,罗莱生活,C11,纺织业
002294,信立泰,C81,医药制造业
002295,精艺股份,C67,有色金属冶炼及压延加工业
002296,辉煌科技,G,信息技术业
002297,博云新材,C61,非金属矿物制品业
002298,中电鑫龙,G87,计算机应用服务业
002299,圣农发展,A05,畜牧业
002300,太阳电缆,C76,电器机械及器材制造业
002301,齐心集团,C37,文教体育用品制造业
002302,西部建设,C61,非金属矿物制品业
002303,美盈森,C31,造纸及纸制品业
002304,洋河股份,C05,饮料制造业
002305,南国置业,J,房地产业
002306,中科云网,G87,计算机应用服务业
002307,北新路桥,E01,土木工程建筑业
002308,*ST 威创,G,信息技术业
002309,*ST 中利,C76,电器机械及器材制造业
002310,*ST 东园,K99,其他社会服务业
002311,海大集团,C01,食品加工业
002312,川发龙蟒,C43,化学原料及化学制品制造业
002313,日海智能,G,信息技术业
002314,南山控股,J,房地产业
002315,焦点科技,G87,计算机应用服务业
002316,ST 亚联,G87,计算机应用服务业
002317,众生药业,C81,医药制造业
002318,久立特材,C69,金属制品业
002319,乐通股份,C43,化学原料及化学制品制造业
002320,海峡股份,F07,水上运输业
002321,华英农业,A05,畜牧业
002322,理工能科,G87,计算机应用服务业
002323,雅博股份,E05,装修装饰业
002324,普利特,C4,石油、化学、塑胶、塑料
002325,*ST 洪涛,E05,装修装饰业
002326,永太科技,C43,化学原料及化学制品制造业
002327,富安娜,C11,纺织业
002328,新朋股份,C75,交通运输设备制造业
002329,皇氏集团,C03,食品制造业
002330,得利斯,C01,食品加工业
002331,皖通科技,G87,计算机应用服务业
002332,仙琚制药,C81,医药制造业
002333,罗普斯金,C67,有色金属冶炼及压延加工业
002334,英威腾,C76,电器机械及器材制造业
002335,科华数据,C76,电器机械及器材制造业
002336,*ST 人乐,H11,零售业
002337,赛象科技,C73,专用设备制造业
002338,奥普光电,C78,仪器仪表及文化、办公用机械制造业
002339,积成电子,C76,电器机械及器材制造业
002340,格林美,B07,有色金属矿采选业
002341,ST 新纶,C43,化学原料及化学制品制造业
002342,巨力索具,C69,金属制品业
002343,慈文传媒,L10,广播电影电视业
002344,海宁皮城,K99,其他社会服务业
002345,潮宏基,C99,其他制造业
002346,柘中股份,C76,电器机械及器材制造业
002347,泰尔股份,C71,普通机械制造业
002348,高乐股份,C37,文教体育用品制造业
002349,精华制药,C81,医药制造业
002350,北京科锐,C76,电器机械及器材制造业
002351,漫步者,G,信息技术业
